,title,comb
3988,Menace II Society,Albert Hughes Jada Pinkett Smith Larenz Tate Khandi Alexander Crime Drama Thriller
3989,Empire            , Ta'Rhonda Jones Gabourey Sidibe Malik Yoba Drama Music
3990,Creepshow 2,Michael Gornick George Kennedy Holt McCallany Dorothy Lamour Comedy Fantasy Horror Thriller
3991,The Ballad of Cable Hogue,Sam Peckinpah Slim Pickens Jason Robards L.Q. Jones Comedy Drama Romance Western
3992,In Cold Blood,Richard Brooks John Forsythe Robert Blake Will Geer Biography Crime Drama History
3993,The Nun's Story,Fred Zinnemann Colleen Dewhurst Peter Finch Beatrice Straight Drama
3994,Harper,Jack Smight Janet Leigh Robert Wagner Shelley Winters Action Crime Drama Mystery Thriller
3995,Frenzy,Alfred Hitchcock Bernard Cribbins Jean Marsh Clive Swift Thriller
3996,The Witch,Robert Eggers Julian Richings Kate Dickie Ralph Ineson Horror Mystery
3997,I Got the Hook Up,Michael Martin Joe Estevez Master P Anthony Johnson Comedy
3998,She's the One,Edward Burns John Mahoney Frank Vincent Michael McGlone Comedy Drama Romance
3999,Gods and Monsters,Bill Condon Brendan Fraser Lynn Redgrave Kevin J. O'Connor Biography Drama
4000,The Secret in Their Eyes,Juan José Campanella Ricardo Darín Soledad Villamil Guillermo Francella Drama Mystery Thriller
4001,Day of the Dead,George A. Romero Greg Nicotero John Amplas Joseph Pilato Horror
4002,Train,Gideon Raff Gideon Emery Gloria Votsis Derek Magyar Horror Thriller
4003,Evil Dead II,Sam Raimi Ted Raimi Dan Hicks Kassie Wesley DePaiva Comedy Fantasy Horror Thriller
4004,Pootie Tang,Louis C.K. Wanda Sykes J.B. Smoove Robert Vaughn Action Adventure Comedy Musical
4005,Sharknado,Anthony C. Ferrante Ian Ziering John Heard Cassandra Scerbo Horror
4006,La otra conquista,Salvador Carrasco Elpidia Carrillo Zaide Silvia Gutiérrez Damián Delgado Drama History
4007,Trollhunter,André Øvredal Otto Jespersen Johanna Mørck Glenn Erland Tosterud Comedy Drama Fantasy Horror
4008,Ira & Abby,Robert Cary Frances Conroy Fred Willard Kevin Sussman Comedy Romance
4009,The Watch,Akiva Schaffer Will Forte Nicholas Braun Rosemarie DeWitt Action Comedy Sci-Fi
4010,Winter Passing,Adam Rapp Zooey Deschanel Will Ferrell Dallas Roberts Comedy Drama
4011,D.E.B.S.,Angela Robinson Jordana Brewster Geoff Stults Scoot McNairy Action Comedy Romance
4012,The Masked Saint,Warren P. Sonoda Diahann Carroll Mykel Shannon Jenkins Lara Jean Chorostecki Action Biography Crime Drama Family Fantasy
4013,The Betrayed,Amanda Gusack Alice Krige Christian Campbell Blaine Anderson Crime Drama Mystery Thriller
4014,Taxman,Avi Nesher Fisher Stevens Elizabeth Berkley Robert Townsend Action Comedy Crime Thriller
4015,The Secret            , James Nesbitt Ash Cook Genevieve O'Reilly Drama Thriller
4016,2:13,Charles Adelman Teri Polo Kevin Pollak Jere Burns Horror Thriller
4017,"Batman: The Dark Knight Returns, Part 2",Jay Oliva Michael Emerson Mark Valley Grey Griffin Action Animation Crime Sci-Fi Thriller
4018,Time to Choose,Charles Ferguson Jane Goodall Jerry Brown Peter Agnefjall Documentary
4019,In the Name of the King: The Last Job,Uwe Boll Bashar Rahal Shelly Varod Ralitsa Paskaleva Action Adventure Fantasy Thriller
4020,Wicked Blood,Mark Young Alexa PenaVega Jake Busey Lew Temple Action Crime Drama Thriller
4021,Dawn Patrol,Daniel Petrie Jr. Chris Brochu Jeff Fahey Rita Wilson Drama Thriller
4022,Lords of London,Antonio Simoncini Ray Winstone Joe Egan Glen Murphy Crime Mystery Thriller
4023,High Anxiety,Mel Brooks Madeline Kahn Harvey Korman Dick Van Patten Comedy
4024,March of the Penguins,Luc Jacquet Morgan Freeman Sofie Gråbøl Romane Bohringer Documentary
4025,Margin Call,J.C. Chandor Kevin Spacey Demi Moore Ashley Williams Biography Drama Thriller
4026,August,Eldar Rapaport Murray Bartlett Adrian Gonzalez Edward Conna Drama Romance
4027,Choke,Clark Gregg Anjelica Huston Matt Gerald Jonah Bobo Comedy Drama
4028,Whiplash,Damien Chazelle J.K. Simmons Melissa Benoist Chris Mulkey Drama Music
4029,City of God,Fernando Meirelles Alice Braga Seu Jorge Alexandre Rodrigues Crime Drama
4030,Human Traffic,Justin Kerrigan Danny Dyer John Simm Shaun Parkes Comedy Music
4031,Day One,Nathan Frankowski Corbin Bleu Rus Blackwell Luis Antonio Biography Drama Music
4032,The Dead Girl,Karen Moncrieff James Franco Bruce Davison Piper Laurie Crime Drama Mystery
4033,The Hunt,Thomas Vinterberg Thomas Bo Larsen Alexandra Rapaport Hana Shuan Drama
4034,A Christmas Story,Bob Clark Zack Ward Darren McGavin Scott Schwartz Comedy Family
4035,Bella,Alejandro Monteverde Armando Riesco Ramon Rodriguez Eduardo Verástegui Drama Romance
4036,Class of 1984,Mark L. Lester Roddy McDowall Perry King Timothy Van Patten Action Crime Drama Thriller
4037,The Opposite Sex,Jennifer Finnigan Geoff Stults Kenan Thompson Josh Hopkins Comedy
4038,Dreaming of Joseph Lees,Eric Styles Samantha Morton Rupert Graves Miriam Margolyes Drama Romance
4039,The Class,Laurent Cantet François Bégaudeau Agame Malembo-Emene Angélica Sancio Drama
4040,Rosemary's Baby,Roman Polanski John Cassavetes Mia Farrow Charles Grodin Drama Horror
4041,The Man Who Shot Liberty Valance,John Ford Lee Marvin Woody Strode Vera Miles Drama Western
4042,Adam,Max Mayer Peter Gallagher Terry Walters Amy Irving Drama Romance
4043,Maria Full of Grace,Joshua Marston Catalina Sandino Moreno Wilson Guerrero Yenny Paola Vega Crime Drama
4044,Beginners,Mike Mills Goran Visnjic Lou Taylor Pucci Mary Page Keller Comedy Drama Romance
4045,Feast,John Gulager Krista Allen Eric Dane Henry Rollins Action Comedy Horror Thriller
4046,Animal House,John Landis John Belushi Karen Allen Tim Matheson Comedy
4047,Goldfinger,Guy Hamilton Honor Blackman Gert Fröbe Lois Maxwell Action Adventure Thriller
4048,Antiviral,Brandon Cronenberg Sarah Gadon Douglas Smith Caleb Landry Jones Horror Sci-Fi Thriller
4049,It's a Wonderful Life,Frank Capra Donna Reed Lionel Barrymore Thomas Mitchell Drama Family Fantasy Romance
4050,Trainspotting,Danny Boyle Kelly Macdonald Shirley Henderson Ewen Bremner Drama
4051,The Original Kings of Comedy,Spike Lee Bernie Mac Cedric the Entertainer Steve Harvey Comedy Documentary
4052,Paranormal Activity 2,Tod Williams Sprague Grayden Molly Ephraim Micah Sloat Horror
4053,Waking Ned Devine,Kirk Jones James Nesbitt David Kelly Fionnula Flanagan Comedy
4054,Bowling for Columbine,Michael Moore Michael Moore Dick Clark Bill Clinton Crime Documentary Drama
4055,Coming Home,Yimou Zhang Li Gong Daoming Chen Ni Yan Drama
4056,A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder Clu Gulager Robert Rusler Marshall Bell Fantasy Horror
4057,A Room with a View,James Ivory Julian Sands Rupert Graves Denholm Elliott Drama Romance
4058,The Purge,James DeMonaco Rhys Wakefield Adelaide Kane Chris Mulkey Horror Sci-Fi Thriller
4059,Sinister,Scott Derrickson Danielle Kotch Victoria Leigh James Ransone Horror Mystery
4060,Martin Lawrence Live: Runteldat,David Raynr Nancy O'Dell Mikki Padilla Dayna Devon Biography Comedy Documentary
4061,Cat on a Hot Tin Roof,Richard Brooks Burl Ives Judith Anderson Jack Carson Drama Romance
4062,Beneath the Planet of the Apes,Ted Post Linda Harrison Gregory Sierra Victor Buono Action Adventure Sci-Fi
4063,Air Bud,Charles Martin Smith Kevin Zegers Bill Cobbs Michael Jeter Comedy Drama Family Sport
4064,Pokémon 3: The Movie,Kunihiko Yuyama Veronica Taylor Eric Stuart Lisa Ortiz Action Adventure Animation Family Fantasy Sci-Fi
4065,Jason Lives: Friday the 13th Part VI,Tom McLoughlin Tony Goldwyn Ron Palillo Vincent Guastaferro Horror Thriller
4066,The Bridge on the River Kwai,David Lean William Holden Sessue Hayakawa Jack Hawkins Adventure Drama War
4067,Spaced Invaders,Patrick Read Johnson Ariana Richards Royal Dano Tonya Lee Williams Adventure Comedy Sci-Fi
4068,Family Plot,Alfred Hitchcock Ed Lauter Bruce Dern William Devane Comedy Thriller
4069,The Apartment,Billy Wilder Fred MacMurray Ray Walston David White Comedy Drama Romance
4070,Jason Goes to Hell: The Final Friday,Adam Marcus Kane Hodder Leslie Jordan Erin Gray Fantasy Horror Thriller
4071,Torn Curtain,Alfred Hitchcock Tamara Toumanova Lila Kedrova David Opatoshu Thriller
4072,Dave Chappelle's Block Party,Michel Gondry Common Dave Chappelle Lauryn Hill Comedy Documentary Music
4073,Slow West,John Maclean Michael Fassbender Kodi Smit-McPhee Ben Mendelsohn Western
4074,Krush Groove,Michael Schultz Blair Underwood LisaGay Hamilton Bobby Brown Comedy Drama Music
4075,Next Day Air,Benny Boom Omari Hardwick Donald Faison Mike Epps Action Comedy Crime
4076,Elmer Gantry,Richard Brooks Shirley Jones Jean Simmons Edward Andrews Drama
4077,Judgment at Nuremberg,Stanley Kramer Maximilian Schell Montgomery Clift Spencer Tracy Drama War
4078,Trippin',David Raynr Donald Faison Deon Richmond Countess Vaughn Comedy
4079,Robot Chicken            , Matthew Senreich Seth Green Breckin Meyer Animation Comedy
4080,Red River,Howard Hawks Montgomery Clift Walter Brennan Harry Carey Jr. Action Adventure Romance Western
4081,Phat Girlz,Nnegest Likké Mo'Nique Jimmy Jean-Louis Joyful Drake Comedy
4082,Before Midnight,Richard Linklater Seamus Davey-Fitzpatrick Ariane Labed Athina Rachel Tsangari Drama Romance
4083,Teen Wolf Too,Christopher Leitch John Astin Robert Neary Kim Darby Comedy Fantasy
4084,Phantasm II,Don Coscarelli Angus Scrimm A. Michael Baldwin James Le Gros Action Fantasy Horror Sci-Fi Thriller
4085,Woman Thou Art Loosed,Michael Schultz Loretta Devine Kimberly Elise Clifton Powell Drama
4086,Real Women Have Curves,Patricia Cardoso America Ferrera Lupe Ontiveros George Lopez Comedy Drama
4087,Deadline Gallipoli            , Rachel Griffiths Jessica De Gouw Luke Ford Drama War
4088,Water,Deepa Mehta John Abraham Lisa Ray Seema Biswas Drama Romance
4089,East Is East,Damien O'Donnell Archie Panjabi Jimi Mistry Om Puri Comedy Drama
4090,Whipped,Peter M. Cohen Callie Thorne Brian Van Holt David Heyman Comedy Romance
4091,Kama Sutra: A Tale of Love,Mira Nair Indira Varma Sarita Choudhury Rekha Crime Drama History Romance
4092,Please Give,Nicole Holofcener Oliver Platt Thomas Ian Nicholas Ann Morgan Guilbert Comedy Drama
4093,Willy Wonka & the Chocolate Factory,Mel Stuart Peter Ostrum Jack Albertson Julie Dawn Cole Family Fantasy Musical
4094,Warlock: The Armageddon,Anthony Hickox Julian Sands Zach Galligan Paula Marshall Fantasy Horror
4095,8 Heads in a Duffel Bag,Tom Schulman Kristy Swanson George Hamilton Dyan Cannon Comedy Crime
4096,Days of Heaven,Terrence Malick Sam Shepard Stuart Margolin Richard Libertini Drama Romance
4097,Thirteen Conversations About One Thing,Jill Sprecher Matthew McConaughey Rob McElhenney Amy Irving Drama
4098,Jawbreaker,Darren Stein Julie Benz Judy Greer Jeff Conaway Comedy Crime Thriller
4099,Basquiat,Julian Schnabel Gary Oldman Michael Wincott Courtney Love Biography Drama
4100,Frances Ha,Noah Baumbach Greta Gerwig Grace Gummer Vanessa Ray Comedy Drama Romance
4101,Tsotsi,Gavin Hood Terry Pheto Nambitha Mpumlwana Rapulana Seiphemo Crime Drama
4102,Happiness,Todd Solondz Philip Seymour Hoffman Jon Lovitz Dylan Baker Comedy Drama
4103,DysFunktional Family,George Gallo Eddie Griffin Joe Howard Robert Noble Comedy Documentary
4104,Tusk,Kevin Smith Johnny Depp Haley Joel Osment Michael Parks Comedy Drama Horror
4105,Oldboy,Chan-wook Park Min-sik Choi Ji-tae Yu Hye-jeong Kang Drama Mystery Thriller
4106,Letters to God,David Nixon Robyn Lively Michael Bolten Christopher Schmidt Drama Family
4107,Hobo with a Shotgun,Jason Eisener Gregory Smith Robb Wells Molly Dunsworth Action Comedy Thriller
4108,Compadres,Enrique Begne Kevin Pollak Héctor Jiménez Erick Elias Action Comedy
4109,Freeway,Matthew Bright Bokeem Woodbine Dan Hedaya Robert Peters Comedy Crime Drama Thriller
4110,Love's Abiding Joy,Michael Landon Jr. William Morgan Sheppard Kevin Gage Brianna Brown Drama Family Western
4111,Fish Tank,Andrea Arnold Michael Fassbender Harry Treadaway Jason Maza Drama
4112,Damsels in Distress,Whit Stillman Greta Gerwig Megalyn Echikunwoke Zach Woods Comedy Drama Romance
4113,Creature            , Craig T. Nelson Colm Feore Megalyn Echikunwoke Horror Sci-Fi Thriller
4114,Bachelorette,Leslye Headland Kirsten Dunst Adam Scott Andrew Rannells Comedy Romance
4115,BrainDead            , Danny Pino Megan Hilty Zach Grenier Comedy Drama Horror Sci-Fi Thriller
4116,Brave New Girl,Bobby Roth Virginia Madsen Aaron Ashmore Lindsey Haun Drama Family Music
4117,Tim and Eric's Billion Dollar Movie,Tim Heidecker Michael Gross William Atherton Bob Ross Comedy
4118,The Gambler,Rupert Wyatt George Kennedy Cjon Saulsberry Griffin Cleveland Crime Drama Thriller
4119,The Grand            , Susan Hampshire Amanda Mealing Tim Healy Drama
4120,Summer Storm,Marco Kreuzpaintner Alicja Bachleda Kostja Ullmann Robert Stadlober Comedy Drama Romance Sport
4121,Fort McCoy,Kate Connor Johnny Pacar Eric Stoltz Brendan Fehr Drama History War
4122,Chain Letter,Deon Taylor Matt Cohen Betsy Russell Noah Segan Horror Thriller
4123,Just Looking,Jason Alexander Gretchen Mol Patti LuPone Peter Onorati Comedy Drama
4124,The Divide,Xavier Gens Michael Biehn Lauren German Rosanna Arquette Drama Sci-Fi Thriller
4125,The Eclipse,Conor McPherson Aidan Quinn Iben Hjejle Jim Norton Drama Horror Romance
4126,Demonic,Will Canon Frank Grillo Scott Mechlowicz Aaron Yoo Horror Thriller
4127,My Big Fat Independent Movie,Philip Zlotorynski Neil Hopkins Darren Keefe Reiher David Douglas Comedy
4128,Alice in Wonderland,Tim Burton Johnny Depp Alan Rickman Anne Hathaway Adventure Family Fantasy
4129,The Deported,Lance Kawas Taylor Negron Michael Rapaport Talia Shire Comedy
4130,Tanner Hall,Francesca Gregorini Tom Everett Scott Amy Sedaris Chris Kattan Drama
4131,Open Road,Marcio Garcia John Savage Kristi Clainos Emily Nelson Action Drama Thriller
4132,They Came Together,David Wain Christopher Meloni Amy Poehler Jack McBrayer Comedy
4133,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Craig Moss French Stewart Ashley Martin Olivia Alexander Comedy
4134,Never Back Down 2: The Beatdown,Michael Jai White Michael Jai White Alex Meraz Jillian Murray Action Drama Sport
4135,Point Blank,John Boorman Lee Marvin Angie Dickinson Carroll O'Connor Crime Thriller
4136,Four Single Fathers,Paolo Monico Stephanie Szostak Sarah Rafferty Salvatore Santone Comedy
4137,Enter the Dangerous Mind,Youssef Delara Noel Gugliemi David Bianchi Jason Priestley Thriller
4138,Something Wicked,Darin Scott Julian Morris Shantel VanSanten John Robinson Drama Horror Mystery Thriller
4139,AWOL-72,Christian Sesma Bokeem Woodbine Brooke Newton Brett Wagner Thriller
4140,Iguana,Monte Hellman Everett McGill Jack Taylor Fabio Testi Adventure Crime Drama
4141,Cinderella,Kenneth Branagh Hayley Atwell Derek Jacobi Lily James Drama Family Fantasy Romance
4142,Chicago Overcoat,Brian Caunter Mike Starr Stacy Keach Frank Vincent Action Adventure Crime Drama
4143,Barry Munday,Chris D'Arienzo Judy Greer Cybill Shepherd Shea Whigham Comedy Drama Romance
4144,Central Station,Walter Salles Fernanda Montenegro Matheus Nachtergaele Othon Bastos Drama
4145,Pocketful of Miracles,Frank Capra Ann-Margret Glenn Ford Thomas Mitchell Comedy Drama
4146,Close Range,Isaac Florentine Anthony L. Fernandez Nick Chinlund Scott Evans Action Crime
4147,Boynton Beach Club,Susan Seidelman Dyan Cannon Michael Nouri Brenda Vaccaro Comedy Romance
4148,Amnesiac,Michael Polish Olivia Rose Keegan Patrick Bauchau Mia Barron Drama Horror Mystery Thriller
4149,Freakonomics,Heidi Ewing Greg Crowe James Ransone Tempestt Bledsoe Documentary
4150,The Omen,Richard Donner Lee Remick Patrick Troughton Billie Whitelaw Fantasy Horror Mystery
4151,High Tension,Alexandre Aja Cécile De France Maïwenn Oana Pellea Horror
4152,Griff the Invisible,Leon Ford Maeve Dermody Patrick Brammall Kelly Paterniti Comedy Drama Romance Sci-Fi
4153,Unnatural,Hank Braxtan Q'orianka Kilcher Gregory Cruz Allegra Carpenter Action Horror Thriller
4154,Hustle & Flow,Craig Brewer Isaac Hayes Paula Jai Parker Elise Neal Crime Drama Music
4155,Some Like It Hot,Billy Wilder Nehemiah Persoff Joe E. Brown George Raft Comedy Music Romance
4156,Friday the 13th Part VII: The New Blood,John Carl Buechler Kane Hodder Terry Kiser William Butler Horror
4157,The Wizard of Oz,Victor Fleming Margaret Hamilton Terry Billie Burke Adventure Family Fantasy Musical
4158,Young Frankenstein,Mel Brooks Madeline Kahn Peter Boyle Teri Garr Comedy
4159,Diary of the Dead,George A. Romero Megan Park Shawn Roberts Joe Dinicol Horror
4160,Lage Raho Munna Bhai,Rajkumar Hirani Vidya Balan Sanjay Dutt Jimmy Shergill Comedy Drama Romance
4161,Ulee's Gold,Victor Nunez Peter Fonda Patricia Richardson Vanessa Zima Drama
4162,The Black Stallion,Carroll Ballard Teri Garr Kelly Reno Hoyt Axton Adventure Family Sport
4163,Sardaar Ji,Rohit Jugraj Bhavkhandan Singh Rakhra Neeru Bajwa Diljit Dosanjh Romance
4164,Journey to Saturn,Thorbjørn Christoffersen Iben Hjejle Frank Hvam Casper Christensen Action Adventure Animation Comedy Sci-Fi
4165,Donovan's Reef,John Ford Lee Marvin Cesar Romero Jack Warden Adventure Comedy Romance
4166,The Dress,Alex van Warmerdam Rijk de Gooyer Ariane Schluter Henri Garcin Comedy Drama
4167,A Guy Named Joe,Victor Fleming Spencer Tracy Esther Williams Irene Dunne Drama Fantasy Romance War
4168,Blazing Saddles,Mel Brooks Madeline Kahn David Huddleston Harvey Korman Comedy Western
4169,Friday the 13th: The Final Chapter,Joseph Zito Judie Aronson Tom Everett Kimberly Beck Horror Thriller
4170,Ida,Pawel Pawlikowski Joanna Kulig Agata Trzebuchowska Agata Kulesza Drama
4171,Maurice,James Ivory Rupert Graves Denholm Elliott Simon Callow Drama Romance
4172,Beer League,Frank Sebastiano Joe Lo Truglio Laurie Metcalf Seymour Cassel Comedy Sport
4173,The Astronaut's Wife,Rand Ravich Johnny Depp Charlize Theron Clea DuVall Drama Sci-Fi Thriller
4174,Riding Giants,Stacy Peralta Gerry Lopez Gabrielle Reece Laird John Hamilton Documentary History Sport
4175,Timecrimes,Nacho Vigalondo Karra Elejalde Nacho Vigalondo Bárbara Goenaga Horror Mystery Sci-Fi Thriller
4176,Silver Medallist,Hao Ning Jack Kao Bo Huang Zheng Xu Action Adventure Comedy
4177,Timber Falls,Tony Giglio Brianna Brown Nick Searcy Beth Broderick Horror Thriller
4178,Singin' in the Rain,Stanley Donen Rita Moreno Debbie Reynolds Cyd Charisse Comedy Musical Romance
